Sector,Subsector,Branch,Subbranch,Class,Description,Economic units,Workers total,Workers hired by the unit ,Fixed salary workers,No fixed salary workers,Workers not hired by the unit,Payments,Expenses,Incomes,Production,Intermediate expenses,Added value,Fixed capital formation,Variation of stocks,Fixed assets,Depreciation
Sector 61 Educational services,Subsector 611,Branch 6111,Subbranch 61117,Class 611171,Class 611171 Escuelas del sector privado que combinan diversos niveles de educación,8,367,353,343,10,14,25.2,9.7,48.1,48.2,9.7,38.5,0.2,0,35.1,1.6
Sector 61 Educational services,Subsector 611,Branch 6111,Subbranch 6111C,,Subbranchs agrupadas por principio de confidencialidad,7,78,60,55,5,18,1.7,2.2,6.6,7.1,2.2,4.9,0.5,0,2.9,0.3
Sector 61 Educational services,Subsector 611,Branch 6111,Subbranch 6111C,Class 6111CC,Classs agrupadas por principio de confidencialidad,7,78,60,55,5,18,1.7,2.2,6.6,7.1,2.2,4.9,0.5,0,2.9,0.3
Sector 61 Educational services,Subsector 611,Branch 6113,,,Branch 6113 Escuelas de educación superior,7,159,158,153,5,1,10.7,3.9,23.8,24,3.9,20.1,0.3,0,1.8,0.4
Sector 61 Educational services,Subsector 611,Branch 6113,Subbranch 61131,,Subbranch 61131 Escuelas de educación superior,7,159,158,153,5,1,10.7,3.9,23.8,24,3.9,20.1,0.3,0,1.8,0.4
Sector 61 Educational services,Subsector 611,Branch 6113,Subbranch 61131,Class 611311,Class 611311 Escuelas de educación superior del sector privado,7,159,158,153,5,1,10.7,3.9,23.8,24,3.9,20.1,0.3,0,1.8,0.4
Sector 61 Educational services,Subsector 611,Branch 6116,,,Branch 6116 Otros servicios educativos,23,100,87,52,35,13,1.9,3.9,8.2,8.2,3.7,4.4,0.3,0,2.6,0.2
Sector 61 Educational services,Subsector 611,Branch 6116,Subbranch 61161,,Subbranch 61161 Escuelas de arte,3,15,11,0,11,4,0,1.3,1.5,1.6,1.3,0.3,0,0,0,0
Sector 61 Educational services,Subsector 611,Branch 6116,Subbranch 61161,Class 611611,Class 611611 Escuelas de arte del sector privado,3,15,11,0,11,4,0,1.3,1.5,1.6,1.3,0.3,0,0,0,0
Sector 61 Educational services,Subsector 611,Branch 6116,Subbranch 61162,,Subbranch 61162 Escuelas de deporte,10,18,18,1,17,0,0,0.5,0.8,0.8,0.5,0.3,0.1,0,0.2,0
Sector 61 Educational services,Subsector 611,Branch 6116,Subbranch 61162,Class 611621,Class 611621 Escuelas de deporte del sector privado,10,18,18,1,17,0,0,0.5,0.8,0.8,0.5,0.3,0.1,0,0.2,0
Sector 61 Educational services,Subsector 611,Branch 6116,Subbranch 61163,,Subbranch 61163 Escuelas de idiomas,6,57,48,46,2,9,1.7,2,5.6,5.5,1.8,3.6,0.2,0,2.2,0.1
Sector 61 Educational services,Subsector 611,Branch 6116,Subbranch 61163,Class 611631,Class 611631 Escuelas de idiomas del sector privado,6,57,48,46,2,9,1.7,2,5.6,5.5,1.8,3.6,0.2,0,2.2,0.1
Sector 61 Educational services,Subsector 611,Branch 6116,Subbranch 61169,,Subbranch 61169 Otros servicios educativos,4,10,10,5,5,0,0.1,0.1,0.3,0.3,0.1,0.2,0,0,0.1,0
Sector 61 Educational services,Subsector 611,Branch 6116,Subbranch 61169,Class 61169C,Classs agrupadas por principio de confidencialidad,4,10,10,5,5,0,0.1,0.1,0.3,0.3,0.1,0.2,0,0,0.1,0
Sector 61 Educational services,Subsector 611,Branch 611C,,,Ramas agrupadas por principio de confidencialidad,4,90,90,87,3,0,1.6,28.8,42.1,42.1,28.8,13.3,0.1,0,2.2,0.5
Sector 61 Educational services,Subsector 611,Branch 611C,Subbranch 611CC,,Subbranchs agrupadas por principio de confidencialidad,4,90,90,87,3,0,1.6,28.8,42.1,42.1,28.8,13.3,0.1,0,2.2,0.5
Sector 61 Educational services,Subsector 611,Branch 611C,Subbranch 611CC,Class 611CCC,Classs agrupadas por principio de confidencialidad,4,90,90,87,3,0,1.6,28.8,42.1,42.1,28.8,13.3,0.1,0,2.2,0.5
Sector 62 Health and social services,,,,,Sector 62 Health and social services,247,659,645,298,347,14,17.7,58.6,104.5,120.9,58.6,62.4,24.3,0.4,72.6,7.7
Sector 62 Health and social services,Subsector 621,,,,Subsector 621 Servicios médicos de consulta externa y servicios relacionados,200,403,390,156,234,13,9.6,26,55.6,59.6,26,33.6,11.9,0.3,50.5,5.7
Sector 62 Health and social services,Subsector 621,Branch 6211,,,Branch 6211 Consultorios médicos,89,133,129,34,95,4,2.3,11.5,24,26.5,11.5,15,9.6,0,22.1,2.7
Sector 62 Health and social services,Subsector 621,Branch 6211,Subbranch 62111,,Subbranch 62111 Consultorios médicos,89,133,129,34,95,4,2.3,11.5,24,26.5,11.5,15,9.6,0,22.1,2.7
Sector 62 Health and social services,Subsector 621,Branch 6211,Subbranch 62111,Class 621111,Class 621111 Consultorios de medicina general del sector privado,41,58,56,14,42,2,0.9,3.5,6.8,7.8,3.5,4.3,1.1,0,4.1,0.5
Sector 62 Health and social services,Subsector 621,Branch 6211,Subbranch 62111,Class 621113,Class 621113 Consultorios de medicina especializada del sector privado,48,75,73,20,53,2,1.5,7.9,17.2,18.6,7.9,10.7,8.4,0,18,2.1
Sector 62 Health and social services,Subsector 621,Branch 6212,,,Branch 6212 Consultorios dentales,76,136,130,41,89,6,1.7,8.2,14.3,15.2,8.2,7,0.9,-0.1,14.9,1.6
Sector 62 Health and social services,Subsector 621,Branch 6212,Subbranch 62121,,Subbranch 62121 Consultorios dentales,76,136,130,41,89,6,1.7,8.2,14.3,15.2,8.2,7,0.9,-0.1,14.9,1.6
Sector 62 Health and social services,Subsector 621,Branch 6212,Subbranch 62121,Class 621211,Class 621211 Consultorios dentales del sector privado,76,136,130,41,89,6,1.7,8.2,14.3,15.2,8.2,7,0.9,-0.1,14.9,1.6
Sector 62 Health and social services,Subsector 621,Branch 6213,,,Branch 6213 Otros consultorios para el cuidado de la salud,19,36,33,8,25,3,0.6,1.6,3.4,3.4,1.6,1.8,0.1,0,1.3,0.2
Sector 62 Health and social services,Subsector 621,Branch 6213,Subbranch 62139,,Subbranch 62139 Otros consultorios para el cuidado de la salud,12,21,19,7,12,2,0.6,1.3,3,3,1.3,1.7,0.1,0,1.3,0.2
Sector 62 Health and social services,Subsector 621,Branch 6213,Subbranch 62139,Class 621391,Class 621391 Consultorios de nutriólogos y dietistas del sector privado,5,9,7,2,5,2,0.1,0.7,1,1.1,0.7,0.3,0,0,0.5,0.1
Sector 62 Health and social services,Subsector 621,Branch 6213,Subbranch 62139,Class 621398,Class 621398 Otros consultorios del sector privado para el cuidado de la salud,7,12,12,5,7,0,0.5,0.6,1.9,1.9,0.6,1.3,0.1,0,0.8,0.1
Sector 62 Health and social services,Subsector 621,Branch 6213,Subbranch 6213C,,Subbranchs agrupadas por principio de confidencialidad,7,15,14,1,13,1,0,0.3,0.4,0.4,0.3,0.2,0,0,0,0
Sector 62 Health and social services,Subsector 621,Branch 6213,Subbranch 6213C,Class 6213CC,Classs agrupadas por principio de confidencialidad,7,15,14,1,13,1,0,0.3,0.4,0.4,0.3,0.2,0,0,0,0
Sector 62 Health and social services,Subsector 621,Branch 621C,,,Ramas agrupadas por principio de confidencialidad,16,98,98,73,25,0,5,4.8,13.9,14.6,4.8,9.8,1.3,0.4,12.1,1.2
Sector 62 Health and social services,Subsector 621,Branch 621C,Subbranch 621CC,,Subbranchs agrupadas por principio de confidencialidad,16,98,98,73,25,0,5,4.8,13.9,14.6,4.8,9.8,1.3,0.4,12.1,1.2
Sector 62 Health and social services,Subsector 621,Branch 621C,Subbranch 621CC,Class 621CCC,Classs agrupadas por principio de confidencialidad,16,98,98,73,25,0,5,4.8,13.9,14.6,4.8,9.8,1.3,0.4,12.1,1.2
Sector 62 Health and social services,Subsector 624,,,,Subsector 624 Otros servicios de asistencia social,43,186,185,76,109,1,6.5,7.9,17.3,17.6,7.9,9.7,0.4,0,3.3,0.5
Sector 62 Health and social services,Subsector 624,Branch 6241,,,Branch 6241 Servicios de orientación y trabajo social,27,96,95,7,88,1,4,3.9,9.8,9.8,3.9,6,0.1,0,0.5,0.1
Sector 62 Health and social services,Subsector 624,Branch 6241,Subbranch 6241C,,Subbranchs agrupadas por principio de confidencialidad,27,96,95,7,88,1,4,3.9,9.8,9.8,3.9,6,0.1,0,0.5,0.1
Sector 62 Health and social services,Subsector 624,Branch 6241,Subbranch 6241C,Class 6241CC,Classs agrupadas por principio de confidencialidad,27,96,95,7,88,1,4,3.9,9.8,9.8,3.9,6,0.1,0,0.5,0.1
Sector 62 Health and social services,Subsector 624,Branch 624C,,,Ramas agrupadas por principio de confidencialidad,16,90,90,69,21,0,2.5,4.1,7.5,7.7,4.1,3.7,0.3,0,2.8,0.4
Sector 62 Health and social services,Subsector 624,Branch 624C,Subbranch 624CC,,Subbranchs agrupadas por principio de confidencialidad,16,90,90,69,21,0,2.5,4.1,7.5,7.7,4.1,3.7,0.3,0,2.8,0.4
Sector 62 Health and social services,Subsector 624,Branch 624C,Subbranch 624CC,Class 624CCC,Classs agrupadas por principio de confidencialidad,16,90,90,69,21,0,2.5,4.1,7.5,7.7,4.1,3.7,0.3,0,2.8,0.4
Sector 62 Health and social services,Subsector 62C,,,,Subsectores agrupados por principio de confidencialidad,4,70,70,66,4,0,1.6,24.6,31.7,43.7,24.6,19.1,12,0,18.8,1.5
Sector 62 Health and social services,Subsector 62C,Branch 62CC,,,Ramas agrupadas por principio de confidencialidad,4,70,70,66,4,0,1.6,24.6,31.7,43.7,24.6,19.1,12,0,18.8,1.5
Sector 62 Health and social services,Subsector 62C,Branch 62CC,Subbranch 62CCC,,Subbranchs agrupadas por principio de confidencialidad,4,70,70,66,4,0,1.6,24.6,31.7,43.7,24.6,19.1,12,0,18.8,1.5
Sector 62 Health and social services,Subsector 62C,Branch 62CC,Subbranch 62CCC,Class 62CCCC,Classs agrupadas por principio de confidencialidad,4,70,70,66,4,0,1.6,24.6,31.7,43.7,24.6,19.1,12,0,18.8,1.5
Sector 71 Sport and artistic services,,,,,Sector 71 Sport and artistic services,56,202,188,47,141,14,2.5,9.8,21.1,21.6,9.8,11.8,1.1,0,14.5,1.2
Sector 71 Sport and artistic services,Subsector 711,,,,"Subsector 711 Servicios artísticos, culturales y deportivos, y otros servicios relacionados",4,21,21,0,21,0,0,1.3,2,2,1.3,0.7,0.1,0,0.3,0
Sector 71 Sport and artistic services,Subsector 711,Branch 711C,,,Ramas agrupadas por principio de confidencialidad,4,21,21,0,21,0,0,1.3,2,2,1.3,0.7,0.1,0,0.3,0
Sector 71 Sport and artistic services,Subsector 711,Branch 711C,Subbranch 711CC,,Subbranchs agrupadas por principio de confidencialidad,4,21,21,0,21,0,0,1.3,2,2,1.3,0.7,0.1,0,0.3,0
Sector 71 Sport and artistic services,Subsector 711,Branch 711C,Subbranch 711CC,Class 711CCC,Classs agrupadas por principio de confidencialidad,4,21,21,0,21,0,0,1.3,2,2,1.3,0.7,0.1,0,0.3,0
Sector 71 Sport and artistic services,Subsector 712,,,,"Subsector 712 Museos, sitios históricos, zoológicos y similares",9,52,49,10,39,3,0.8,2.8,5.7,5.8,2.8,3,0,0,4.1,0.3
Sector 71 Sport and artistic services,Subsector 712,Branch 7121,,,"Branch 7121 Museos, sitios históricos, zoológicos y similares",9,52,49,10,39,3,0.8,2.8,5.7,5.8,2.8,3,0,0,4.1,0.3
Sector 71 Sport and artistic services,Subsector 712,Branch 7121,Subbranch 71211,,Subbranch 71211 Museos,9,52,49,10,39,3,0.8,2.8,5.7,5.8,2.8,3,0,0,4.1,0.3
Sector 71 Sport and artistic services,Subsector 712,Branch 7121,Subbranch 71211,Class 712111,Class 712111 Museos del sector privado,9,52,49,10,39,3,0.8,2.8,5.7,5.8,2.8,3,0,0,4.1,0.3
Sector 71 Sport and artistic services,Subsector 713,,,,Subsector 713 Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos,43,129,118,37,81,11,1.7,5.8,13.4,13.8,5.8,8.1,1,0,10,0.9
Sector 71 Sport and artistic services,Subsector 713,Branch 7131,,,Branch 7131 Parques con instalaciones recreativas y casas de juegos electrónicos,6,21,21,14,7,0,0.9,1.7,6.5,6.5,1.7,4.8,0,0,1.2,0.1
Sector 71 Sport and artistic services,Subsector 713,Branch 7131,Subbranch 7131C,,Subbranchs agrupadas por principio de confidencialidad,6,21,21,14,7,0,0.9,1.7,6.5,6.5,1.7,4.8,0,0,1.2,0.1
Sector 71 Sport and artistic services,Subsector 713,Branch 7131,Subbranch 7131C,Class 7131CC,Classs agrupadas por principio de confidencialidad,6,21,21,14,7,0,0.9,1.7,6.5,6.5,1.7,4.8,0,0,1.2,0.1
Sector 71 Sport and artistic services,Subsector 713,Branch 7139,,,Branch 7139 Otros servicios recreativos,37,108,97,23,74,11,0.8,4.1,7,7.4,4.1,3.3,1,0,8.9,0.8
Sector 71 Sport and artistic services,Subsector 713,Branch 7139,Subbranch 71394,,Subbranch 71394 Clubes deportivos y centros de acondicionamiento físico,26,71,65,20,45,6,0.7,2,4,4.4,1.9,2.5,1,0,8.3,0.7
Sector 71 Sport and artistic services,Subsector 713,Branch 7139,Subbranch 71394,Class 71394C,Classs agrupadas por principio de confidencialidad,26,71,65,20,45,6,0.7,2,4,4.4,1.9,2.5,1,0,8.3,0.7
Sector 71 Sport and artistic services,Subsector 713,Branch 7139,Subbranch 71399,,Subbranch 71399 Otros servicios recreativos,11,37,32,3,29,5,0.1,2.1,3,3,2.1,0.8,0,0,0.6,0
Sector 71 Sport and artistic services,Subsector 713,Branch 7139,Subbranch 71399,Class 713991,Class 713991 Billares,4,7,6,3,3,1,0.1,0.2,0.5,0.5,0.2,0.3,0,0,0.5,0
Sector 71 Sport and artistic services,Subsector 713,Branch 7139,Subbranch 71399,Class 713992,Class 713992 Clubes o ligas de aficionados,3,8,8,0,8,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0
Sector 71 Sport and artistic services,Subsector 713,Branch 7139,Subbranch 71399,Class 713998,Class 713998 Otros servicios recreativos prestados por el sector privado,4,22,18,0,18,4,0,1.8,2.3,2.3,1.8,0.4,0,0,0,0
Sector 72 Lodging and food services,,,,,Sector 72 Lodging and food services,779,4246,4003,2762,1241,243,137.5,426.8,753.6,764.3,425.9,338.3,18.4,0.4,814.1,32.2
Sector 72 Lodging and food services,Subsector 721,,,,Subsector 721 Servicios de alojamiento temporal,126,1522,1449,1316,133,73,81.4,158.7,299.3,302.9,158.5,144.4,5.8,0.1,616.1,18.3
Sector 72 Lodging and food services,Subsector 721,Branch 7211,,,"Branch 7211 Hoteles, moteles y similares",103,1457,1393,1295,98,64,80.9,156,294.8,296.9,155.8,141,3.7,0.1,591.2,17.2
Sector 72 Lodging and food services,Subsector 721,Branch 7211,Subbranch 72111,,"Subbranch 72111 Hoteles y moteles, excepto hoteles con casino",97,1436,1372,1280,92,64,80.6,154.9,293.2,293.1,154.8,138.4,1.4,0.1,580,16.6
Sector 72 Lodging and food services,Subsector 721,Branch 7211,Subbranch 72111,Class 721111,Class 721111 Hoteles con otros servicios integrados,50,1215,1164,1134,30,51,74,141.6,266.8,266.8,141.5,125.3,1,0.1,474.3,14.5
Sector 72 Lodging and food services,Subsector 721,Branch 7211,Subbranch 72111,Class 72111C,Classs agrupadas por principio de confidencialidad,47,221,208,146,62,13,6.6,13.3,26.4,26.3,13.3,13.1,0.4,0,105.7,2.1
Sector 72 Lodging and food services,Subsector 721,Branch 7211,Subbranch 72119,,"Subbranch 72119 Cabañas, villas y similares",6,21,21,15,6,0,0.3,1.1,1.6,3.8,1.1,2.7,2.3,0,11.2,0.6
Sector 72 Lodging and food services,Subsector 721,Branch 7211,Subbranch 72119,Class 721190,"Class 721190 Cabañas, villas y similares",6,21,21,15,6,0,0.3,1.1,1.6,3.8,1.1,2.7,2.3,0,11.2,0.6
Sector 72 Lodging and food services,Subsector 721,Branch 7213,,,"Branch 7213 Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería",23,65,56,21,35,9,0.6,2.7,4.5,6.1,2.7,3.4,2.1,0,24.9,1.1
Sector 72 Lodging and food services,Subsector 721,Branch 7213,Subbranch 72131,,"Subbranch 72131 Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería",23,65,56,21,35,9,0.6,2.7,4.5,6.1,2.7,3.4,2.1,0,24.9,1.1
Sector 72 Lodging and food services,Subsector 721,Branch 7213,Subbranch 72131,Class 721311,Class 721311 Pensiones y casas de huéspedes,23,65,56,21,35,9,0.6,2.7,4.5,6.1,2.7,3.4,2.1,0,24.9,1.1
Sector 72 Lodging and food services,Subsector 722,,,,Subsector 722 Servicios de preparación de alimentos y bebidas,653,2724,2554,1446,1108,170,56,268.1,454.3,461.4,267.4,193.9,12.7,0.3,198,13.8
Sector 72 Lodging and food services,Subsector 722,Branch 7225,,,Branch 7225 Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicas,596,2437,2283,1273,1010,154,49.5,245.7,411.1,416.6,245,171.6,10.5,0.3,165.6,11.7
Sector 72 Lodging and food services,Subsector 722,Branch 7225,Subbranch 72251,,Subbranch 72251 Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicas,596,2437,2283,1273,1010,154,49.5,245.7,411.1,416.6,245,171.6,10.5,0.3,165.6,11.7
Sector 72 Lodging and food services,Subsector 722,Branch 7225,Subbranch 72251,Class 722511,Class 722511 Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,106,910,866,676,190,44,30.6,81.7,158.7,160.5,81.7,78.8,3.4,0.1,95.7,5.8
Sector 72 Lodging and food services,Subsector 722,Branch 7225,Subbranch 72251,Class 722512,Class 722512 Restaurantes con servicio de preparación de pescados y mariscos,33,130,129,61,68,1,2.3,11.7,18.7,18.9,11.6,7.3,0.4,0,9.4,0.8
Sector 72 Lodging and food services,Subsector 722,Branch 7225,Subbranch 72251,Class 722513,Class 722513 Restaurantes con servicio de preparación de antojitos,85,229,224,53,171,5,1.8,19.2,28.3,28.6,19.1,9.5,0.6,0,2.7,0.3
Sector 72 Lodging and food services,Subsector 722,Branch 7225,Subbranch 72251,Class 722514,Class 722514 Restaurantes con servicio de preparación de tacos y tortas,110,303,300,110,190,3,3.9,39.7,60,60.6,39.7,20.8,0.8,0,7.1,0.6
Sector 72 Lodging and food services,Subsector 722,Branch 7225,Subbranch 72251,Class 722515,"Class 722515 Cafeterías, fuentes de sodas, neverías, refresquerías y similares",87,305,284,148,136,21,3.7,24.9,42.8,44.7,24.9,19.7,2.5,0,10.2,1.1
Sector 72 Lodging and food services,Subsector 722,Branch 7225,Subbranch 72251,Class 722516,Class 722516 Restaurantes de autoservicio,5,77,19,17,2,58,0.8,22.1,28.2,27.8,21.7,6.1,1.1,0.2,14.6,0.8
Sector 72 Lodging and food services,Subsector 722,Branch 7225,Subbranch 72251,Class 722517,"Class 722517 Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",81,294,281,163,118,13,5,34.4,56.5,57.3,34.3,23,1.2,0,15.2,1.5
Sector 72 Lodging and food services,Subsector 722,Branch 7225,Subbranch 72251,Class 722518,Class 722518 Restaurantes que preparan otro tipo de alimentos para llevar,59,135,126,33,93,9,0.8,7.9,12.5,12.7,7.9,4.8,0.5,0,8.2,0.6
Sector 72 Lodging and food services,Subsector 722,Branch 7225,Subbranch 72251,Class 722519,Class 722519 Servicios de preparación de otros alimentos para consumo inmediato,30,54,54,12,42,0,0.6,4,5.4,5.4,4,1.4,0,0,2.6,0.2
Sector 72 Lodging and food services,Subsector 722,Branch 722C,,,Ramas agrupadas por principio de confidencialidad,57,287,271,173,98,16,6.5,22.4,43.2,44.7,22.4,22.3,2.1,0,32.4,2.2
Sector 72 Lodging and food services,Subsector 722,Branch 722C,Subbranch 722CC,,Subbranchs agrupadas por principio de confidencialidad,57,287,271,173,98,16,6.5,22.4,43.2,44.7,22.4,22.3,2.1,0,32.4,2.2
Sector 72 Lodging and food services,Subsector 722,Branch 722C,Subbranch 722CC,Class 722CCC,Classs agrupadas por principio de confidencialidad,57,287,271,173,98,16,6.5,22.4,43.2,44.7,22.4,22.3,2.1,0,32.4,2.2
Sector 81 Other services,,,,,Sector 81 Other services,597,1443,1360,475,885,83,25,87.6,256.7,262.9,87.2,175.8,8.2,-0.3,179.5,9
Sector 81 Other services,Subsector 811,,,,Subsector 811 Servicios de reparación y mantenimiento,321,772,721,215,506,51,12.4,55.9,176.3,181.2,55.7,125.5,5.6,-0.3,65.7,4.9
Sector 81 Other services,Subsector 811,Branch 8111,,,Branch 8111 Reparación y mantenimiento de automóviles y camiones,207,526,510,164,346,16,10.3,32.5,64.5,69.1,32.5,36.6,5.1,-0.3,54.7,4
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81111,,Subbranch 81111 Reparación mecánica y eléctrica de automóviles y camiones,124,321,315,107,208,6,8.2,24,47.9,52.2,24,28.2,4.7,-0.4,45.5,3.2
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81111,Class 811111,Class 811111 Reparación mecánica en general de automóviles y camiones,82,207,206,64,142,1,5.5,11.9,23.4,26.4,11.9,14.5,3.3,-0.4,33.1,2.3
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81111,Class 811112,Class 811112 Reparación del sistema eléctrico de automóviles y camiones,14,38,35,12,23,3,0.8,2.1,4.3,5.2,2,3.2,1,0,7.6,0.5
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81111,Class 811114,Class 811114 Reparación de transmisiones de automóviles y camiones,3,14,12,6,6,2,0.6,1.6,2.8,2.8,1.6,1.2,0,0,0.2,0
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81111,Class 811115,Class 811115 Reparación de suspensiones de automóviles y camiones,4,10,10,4,6,0,0.2,0.6,1.1,1.1,0.6,0.5,0,0,0.1,0
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81111,Class 811119,Class 811119 Otras reparaciones mecánicas de automóviles y camiones,16,34,34,6,28,0,0.4,5.6,9.5,9.8,5.6,4.2,0.4,0,2.7,0.2
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81111,Class 81111C,Classs agrupadas por principio de confidencialidad,5,18,18,15,3,0,0.7,2.4,6.9,6.9,2.4,4.6,0,0,1.7,0.2
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81112,,"Subbranch 81112 Hojalatería, tapicería y otras reparaciones a la carrocería de automóviles y camiones",39,95,94,31,63,1,1.6,5.2,10.5,10.6,5.2,5.4,0.3,0,5.2,0.5
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81112,Class 811121,Class 811121 Hojalatería y pintura de automóviles y camiones,35,89,88,31,57,1,1.6,5,10.1,10.3,5,5.3,0.3,0,5.1,0.5
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81112,Class 81112C,Classs agrupadas por principio de confidencialidad,4,6,6,0,6,0,0,0.3,0.4,0.4,0.3,0.1,0,0,0.1,0
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81119,,Subbranch 81119 Otros servicios de reparación y mantenimiento de automóviles y camiones,44,110,101,26,75,9,0.5,3.3,6.1,6.3,3.3,3,0.2,0,4,0.4
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81119,Class 811191,Class 811191 Reparación menor de llantas,22,39,39,4,35,0,0.1,1.1,2.5,2.5,1.1,1.5,0.1,0,1.4,0.1
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81119,Class 811192,Class 811192 Lavado y lubricado de automóviles y camiones,17,62,53,19,34,9,0.2,1.6,2.6,2.7,1.6,1.1,0.1,0,2.3,0.2
Sector 81 Other services,Subsector 811,Branch 8111,Subbranch 81119,Class 811199,Class 811199 Otros servicios de reparación y mantenimiento de automóviles y camiones,5,9,9,3,6,0,0.2,0.6,1.1,1.1,0.6,0.5,0,0,0.3,0
Sector 81 Other services,Subsector 811,Branch 8112,,,Branch 8112 Reparación y mantenimiento de equipo electrónico y de equipo de precisión,30,70,67,32,35,3,1.4,4.2,8,8,4.1,4,0.2,0,2.9,0.4
Sector 81 Other services,Subsector 811,Branch 8112,Subbranch 81121,,Subbranch 81121 Reparación y mantenimiento de equipo electrónico y de equipo de precisión,30,70,67,32,35,3,1.4,4.2,8,8,4.1,4,0.2,0,2.9,0.4
Sector 81 Other services,Subsector 811,Branch 8112,Subbranch 81121,Class 811211,Class 811211 Reparación y mantenimiento de equipo electrónico de uso doméstico,18,31,30,8,22,1,0.7,1.5,2.9,2.8,1.4,1.5,0,0,0.9,0.1
Sector 81 Other services,Subsector 811,Branch 8112,Subbranch 81121,Class 811219,Class 811219 Reparación y mantenimiento de otro equipo electrónico y de equipo de precisión,12,39,37,24,13,2,0.6,2.7,5.1,5.2,2.7,2.5,0.2,0,2.1,0.3
Sector 81 Other services,Subsector 811,Branch 8113,,,"Branch 8113 Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios",5,40,13,6,7,27,0.3,14.5,95.5,95.5,14.5,81,0.1,0,3.9,0.1
Sector 81 Other services,Subsector 811,Branch 8113,Subbranch 81131,,"Subbranch 81131 Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios",5,40,13,6,7,27,0.3,14.5,95.5,95.5,14.5,81,0.1,0,3.9,0.1
Sector 81 Other services,Subsector 811,Branch 8113,Subbranch 81131,Class 811312,Class 811312 Reparación y mantenimiento de maquinaria y equipo industrial,5,40,13,6,7,27,0.3,14.5,95.5,95.5,14.5,81,0.1,0,3.9,0.1
Sector 81 Other services,Subsector 811,Branch 8114,,,Branch 8114 Reparación y mantenimiento de artículos para el hogar y personales,79,136,131,13,118,5,0.4,4.6,8.3,8.5,4.6,3.9,0.3,0.1,4.2,0.3
Sector 81 Other services,Subsector 811,Branch 8114,Subbranch 81141,,Subbranch 81141 Reparación y mantenimiento de aparatos eléctricos para el hogar y personales,5,8,8,0,8,0,0,0.4,0.6,0.8,0.4,0.4,0.2,0,0.2,0
Sector 81 Other services,Subsector 811,Branch 8114,Subbranch 81141,Class 811410,Class 811410 Reparación y mantenimiento de aparatos eléctricos para el hogar y personales,5,8,8,0,8,0,0,0.4,0.6,0.8,0.4,0.4,0.2,0,0.2,0
Sector 81 Other services,Subsector 811,Branch 8114,Subbranch 81142,,Subbranch 81142 Reparación de tapicería de muebles para el hogar,11,15,15,0,15,0,0,0.7,1.2,1.2,0.7,0.5,0,0,0.3,0
Sector 81 Other services,Subsector 811,Branch 8114,Subbranch 81142,Class 811420,Class 811420 Reparación de tapicería de muebles para el hogar,11,15,15,0,15,0,0,0.7,1.2,1.2,0.7,0.5,0,0,0.3,0
Sector 81 Other services,Subsector 811,Branch 8114,Subbranch 81143,,Subbranch 81143 Reparación de calzado y otros artículos de piel y cuero,14,27,27,0,27,0,0,0.5,0.9,0.9,0.5,0.4,0,0,0.8,0
Sector 81 Other services,Subsector 811,Branch 8114,Subbranch 81143,Class 811430,Class 811430 Reparación de calzado y otros artículos de piel y cuero,14,27,27,0,27,0,0,0.5,0.9,0.9,0.5,0.4,0,0,0.8,0
Sector 81 Other services,Subsector 811,Branch 8114,Subbranch 81149,,Subbranch 81149 Reparación y mantenimiento de otros artículos para el hogar y personales,49,86,81,13,68,5,0.4,3.1,5.6,5.7,3.1,2.6,0.1,0.1,3,0.2
Sector 81 Other services,Subsector 811,Branch 8114,Subbranch 81149,Class 811491,Class 811491 Cerrajerías,17,29,28,6,22,1,0.1,1.6,2.8,2.8,1.6,1.2,0,0,1.1,0.1
Sector 81 Other services,Subsector 811,Branch 8114,Subbranch 81149,Class 811492,Class 811492 Reparación y mantenimiento de motocicletas,4,10,10,3,7,0,0.1,0.5,1,1,0.5,0.5,0,0.1,0.8,0.1
